Transcript stable ID	Gene stable ID version	Transcript stable ID version
ENSMPUT00000016237	ENSMPUG00000016100.1	ENSMPUT00000016237.1
ENSMPUT00000016238	ENSMPUG00000016101.1	ENSMPUT00000016238.1
ENSMPUT00000016239	ENSMPUG00000016102.1	ENSMPUT00000016239.1
ENSMPUT00000016240	ENSMPUG00000016103.1	ENSMPUT00000016240.1
ENSMPUT00000016241	ENSMPUG00000016104.1	ENSMPUT00000016241.1
ENSMPUT00000016242	ENSMPUG00000016105.1	ENSMPUT00000016242.1
ENSMPUT00000016243	ENSMPUG00000016106.1	ENSMPUT00000016243.1
ENSMPUT00000016244	ENSMPUG00000016107.1	ENSMPUT00000016244.1
ENSMPUT00000016245	ENSMPUG00000016108.1	ENSMPUT00000016245.1
ENSMPUT00000016246	ENSMPUG00000016109.1	ENSMPUT00000016246.1
ENSMPUT00000016247	ENSMPUG00000016110.1	ENSMPUT00000016247.1
ENSMPUT00000016248	ENSMPUG00000016111.1	ENSMPUT00000016248.1
ENSMPUT00000016249	ENSMPUG00000016112.1	ENSMPUT00000016249.1
ENSMPUT00000016250	ENSMPUG00000016113.1	ENSMPUT00000016250.1
ENSMPUT00000016251	ENSMPUG00000016114.1	ENSMPUT00000016251.1
ENSMPUT00000016252	ENSMPUG00000016115.1	ENSMPUT00000016252.1
ENSMPUT00000016253	ENSMPUG00000016116.1	ENSMPUT00000016253.1
ENSMPUT00000016254	ENSMPUG00000016117.1	ENSMPUT00000016254.1
ENSMPUT00000016255	ENSMPUG00000016118.1	ENSMPUT00000016255.1
ENSMPUT00000016256	ENSMPUG00000016119.1	ENSMPUT00000016256.1
ENSMPUT00000016257	ENSMPUG00000016120.1	ENSMPUT00000016257.1
ENSMPUT00000016258	ENSMPUG00000016121.1	ENSMPUT00000016258.1
ENSMPUT00000016259	ENSMPUG00000016122.1	ENSMPUT00000016259.1
ENSMPUT00000016260	ENSMPUG00000016123.1	ENSMPUT00000016260.1
ENSMPUT00000016261	ENSMPUG00000016124.1	ENSMPUT00000016261.1
ENSMPUT00000016262	ENSMPUG00000016125.1	ENSMPUT00000016262.1
ENSMPUT00000016263	ENSMPUG00000016126.1	ENSMPUT00000016263.1
ENSMPUT00000016264	ENSMPUG00000016127.1	ENSMPUT00000016264.1
ENSMPUT00000016265	ENSMPUG00000016128.1	ENSMPUT00000016265.1
ENSMPUT00000016266	ENSMPUG00000016129.1	ENSMPUT00000016266.1
ENSMPUT00000016267	ENSMPUG00000016130.1	ENSMPUT00000016267.1
ENSMPUT00000016268	ENSMPUG00000016131.1	ENSMPUT00000016268.1
ENSMPUT00000016269	ENSMPUG00000016132.1	ENSMPUT00000016269.1
ENSMPUT00000016270	ENSMPUG00000016133.1	ENSMPUT00000016270.1
ENSMPUT00000016271	ENSMPUG00000016134.1	ENSMPUT00000016271.1
ENSMPUT00000016272	ENSMPUG00000016135.1	ENSMPUT00000016272.1
ENSMPUT00000016273	ENSMPUG00000016136.1	ENSMPUT00000016273.1
ENSMPUT00000016274	ENSMPUG00000016137.1	ENSMPUT00000016274.1
ENSMPUT00000016275	ENSMPUG00000016138.1	ENSMPUT00000016275.1
ENSMPUT00000016276	ENSMPUG00000016138.1	ENSMPUT00000016276.1
ENSMPUT00000016277	ENSMPUG00000016138.1	ENSMPUT00000016277.1
ENSMPUT00000016278	ENSMPUG00000016139.1	ENSMPUT00000016278.1
ENSMPUT00000016279	ENSMPUG00000016140.1	ENSMPUT00000016279.1
ENSMPUT00000016280	ENSMPUG00000016141.1	ENSMPUT00000016280.1
ENSMPUT00000016281	ENSMPUG00000016142.1	ENSMPUT00000016281.1
ENSMPUT00000016282	ENSMPUG00000016143.1	ENSMPUT00000016282.1
ENSMPUT00000016283	ENSMPUG00000016144.1	ENSMPUT00000016283.1
ENSMPUT00000016284	ENSMPUG00000016145.1	ENSMPUT00000016284.1
ENSMPUT00000016285	ENSMPUG00000016146.1	ENSMPUT00000016285.1
ENSMPUT00000016286	ENSMPUG00000016147.1	ENSMPUT00000016286.1
ENSMPUT00000016287	ENSMPUG00000016148.1	ENSMPUT00000016287.1
ENSMPUT00000016288	ENSMPUG00000016149.1	ENSMPUT00000016288.1
ENSMPUT00000016289	ENSMPUG00000016150.1	ENSMPUT00000016289.1
ENSMPUT00000016290	ENSMPUG00000016151.1	ENSMPUT00000016290.1
ENSMPUT00000016291	ENSMPUG00000016152.1	ENSMPUT00000016291.1
ENSMPUT00000016292	ENSMPUG00000016153.1	ENSMPUT00000016292.1
ENSMPUT00000016293	ENSMPUG00000016154.1	ENSMPUT00000016293.1
ENSMPUT00000016294	ENSMPUG00000016155.1	ENSMPUT00000016294.1
ENSMPUT00000016295	ENSMPUG00000016156.1	ENSMPUT00000016295.1
ENSMPUT00000016296	ENSMPUG00000016157.1	ENSMPUT00000016296.1
ENSMPUT00000016297	ENSMPUG00000016158.1	ENSMPUT00000016297.1
ENSMPUT00000016298	ENSMPUG00000016159.1	ENSMPUT00000016298.1
ENSMPUT00000016299	ENSMPUG00000016160.1	ENSMPUT00000016299.1
ENSMPUT00000016300	ENSMPUG00000016161.1	ENSMPUT00000016300.1
ENSMPUT00000016301	ENSMPUG00000016162.1	ENSMPUT00000016301.1
ENSMPUT00000016302	ENSMPUG00000016163.1	ENSMPUT00000016302.1
ENSMPUT00000016303	ENSMPUG00000016164.1	ENSMPUT00000016303.1
ENSMPUT00000016304	ENSMPUG00000016165.1	ENSMPUT00000016304.1
ENSMPUT00000016305	ENSMPUG00000016166.1	ENSMPUT00000016305.1
ENSMPUT00000016306	ENSMPUG00000016167.1	ENSMPUT00000016306.1
ENSMPUT00000016307	ENSMPUG00000016168.1	ENSMPUT00000016307.1
ENSMPUT00000016308	ENSMPUG00000016169.1	ENSMPUT00000016308.1
ENSMPUT00000016309	ENSMPUG00000016170.1	ENSMPUT00000016309.1
ENSMPUT00000016310	ENSMPUG00000016171.1	ENSMPUT00000016310.1
ENSMPUT00000016311	ENSMPUG00000016172.1	ENSMPUT00000016311.1
ENSMPUT00000016312	ENSMPUG00000016173.1	ENSMPUT00000016312.1
ENSMPUT00000016313	ENSMPUG00000016174.1	ENSMPUT00000016313.1
ENSMPUT00000016314	ENSMPUG00000016175.1	ENSMPUT00000016314.1
ENSMPUT00000016315	ENSMPUG00000016176.1	ENSMPUT00000016315.1
ENSMPUT00000016316	ENSMPUG00000016177.1	ENSMPUT00000016316.1
ENSMPUT00000016317	ENSMPUG00000016178.1	ENSMPUT00000016317.1
ENSMPUT00000016318	ENSMPUG00000016179.1	ENSMPUT00000016318.1
ENSMPUT00000016319	ENSMPUG00000016180.1	ENSMPUT00000016319.1
ENSMPUT00000016320	ENSMPUG00000016181.1	ENSMPUT00000016320.1
ENSMPUT00000016321	ENSMPUG00000016182.1	ENSMPUT00000016321.1
ENSMPUT00000016322	ENSMPUG00000016183.1	ENSMPUT00000016322.1
ENSMPUT00000016323	ENSMPUG00000016184.1	ENSMPUT00000016323.1
ENSMPUT00000016324	ENSMPUG00000016185.1	ENSMPUT00000016324.1
ENSMPUT00000016325	ENSMPUG00000016186.1	ENSMPUT00000016325.1
ENSMPUT00000016326	ENSMPUG00000016187.1	ENSMPUT00000016326.1
ENSMPUT00000016327	ENSMPUG00000016188.1	ENSMPUT00000016327.1
ENSMPUT00000016328	ENSMPUG00000016189.1	ENSMPUT00000016328.1
ENSMPUT00000016329	ENSMPUG00000016190.1	ENSMPUT00000016329.1
ENSMPUT00000016330	ENSMPUG00000016191.1	ENSMPUT00000016330.1
ENSMPUT00000016331	ENSMPUG00000016192.1	ENSMPUT00000016331.1
ENSMPUT00000016332	ENSMPUG00000016193.1	ENSMPUT00000016332.1
ENSMPUT00000016333	ENSMPUG00000016194.1	ENSMPUT00000016333.1
ENSMPUT00000016334	ENSMPUG00000016194.1	ENSMPUT00000016334.1
ENSMPUT00000016335	ENSMPUG00000016195.1	ENSMPUT00000016335.1
ENSMPUT00000016336	ENSMPUG00000016196.1	ENSMPUT00000016336.1
ENSMPUT00000016337	ENSMPUG00000016197.1	ENSMPUT00000016337.1
ENSMPUT00000016338	ENSMPUG00000016198.1	ENSMPUT00000016338.1
ENSMPUT00000016339	ENSMPUG00000016199.1	ENSMPUT00000016339.1
ENSMPUT00000016340	ENSMPUG00000016200.1	ENSMPUT00000016340.1
ENSMPUT00000016341	ENSMPUG00000016201.1	ENSMPUT00000016341.1
ENSMPUT00000016342	ENSMPUG00000016202.1	ENSMPUT00000016342.1
ENSMPUT00000016343	ENSMPUG00000016203.1	ENSMPUT00000016343.1
ENSMPUT00000016344	ENSMPUG00000016204.1	ENSMPUT00000016344.1
ENSMPUT00000016345	ENSMPUG00000016205.1	ENSMPUT00000016345.1
ENSMPUT00000016346	ENSMPUG00000016206.1	ENSMPUT00000016346.1
ENSMPUT00000016347	ENSMPUG00000016207.1	ENSMPUT00000016347.1
ENSMPUT00000016348	ENSMPUG00000016208.1	ENSMPUT00000016348.1
ENSMPUT00000016349	ENSMPUG00000016209.1	ENSMPUT00000016349.1
ENSMPUT00000016350	ENSMPUG00000016210.1	ENSMPUT00000016350.1
ENSMPUT00000016351	ENSMPUG00000016211.1	ENSMPUT00000016351.1
ENSMPUT00000016352	ENSMPUG00000016212.1	ENSMPUT00000016352.1
ENSMPUT00000016353	ENSMPUG00000016213.1	ENSMPUT00000016353.1
ENSMPUT00000016354	ENSMPUG00000016214.1	ENSMPUT00000016354.1
ENSMPUT00000016355	ENSMPUG00000016215.1	ENSMPUT00000016355.1
ENSMPUT00000016356	ENSMPUG00000016216.1	ENSMPUT00000016356.1
ENSMPUT00000016357	ENSMPUG00000016217.1	ENSMPUT00000016357.1
ENSMPUT00000016358	ENSMPUG00000016218.1	ENSMPUT00000016358.1
ENSMPUT00000016359	ENSMPUG00000016219.1	ENSMPUT00000016359.1
ENSMPUT00000016360	ENSMPUG00000016220.1	ENSMPUT00000016360.1
ENSMPUT00000016361	ENSMPUG00000016221.1	ENSMPUT00000016361.1
ENSMPUT00000016362	ENSMPUG00000016222.1	ENSMPUT00000016362.1
ENSMPUT00000016363	ENSMPUG00000016223.1	ENSMPUT00000016363.1
ENSMPUT00000016364	ENSMPUG00000016224.1	ENSMPUT00000016364.1
ENSMPUT00000016365	ENSMPUG00000016225.1	ENSMPUT00000016365.1
ENSMPUT00000016366	ENSMPUG00000016226.1	ENSMPUT00000016366.1
ENSMPUT00000016367	ENSMPUG00000016227.1	ENSMPUT00000016367.1
ENSMPUT00000016368	ENSMPUG00000016228.1	ENSMPUT00000016368.1
ENSMPUT00000016369	ENSMPUG00000016229.1	ENSMPUT00000016369.1
ENSMPUT00000016370	ENSMPUG00000016230.1	ENSMPUT00000016370.1
ENSMPUT00000016371	ENSMPUG00000016231.1	ENSMPUT00000016371.1
ENSMPUT00000016372	ENSMPUG00000016232.1	ENSMPUT00000016372.1
ENSMPUT00000016373	ENSMPUG00000016233.1	ENSMPUT00000016373.1
ENSMPUT00000016374	ENSMPUG00000016234.1	ENSMPUT00000016374.1
ENSMPUT00000016375	ENSMPUG00000016235.1	ENSMPUT00000016375.1
ENSMPUT00000016376	ENSMPUG00000016236.1	ENSMPUT00000016376.1
ENSMPUT00000016377	ENSMPUG00000016237.1	ENSMPUT00000016377.1
ENSMPUT00000016378	ENSMPUG00000016238.1	ENSMPUT00000016378.1
ENSMPUT00000016379	ENSMPUG00000016239.1	ENSMPUT00000016379.1
ENSMPUT00000016380	ENSMPUG00000016240.1	ENSMPUT00000016380.1
ENSMPUT00000016381	ENSMPUG00000016241.1	ENSMPUT00000016381.1
ENSMPUT00000016382	ENSMPUG00000016242.1	ENSMPUT00000016382.1
ENSMPUT00000016383	ENSMPUG00000016243.1	ENSMPUT00000016383.1
ENSMPUT00000016384	ENSMPUG00000016244.1	ENSMPUT00000016384.1
ENSMPUT00000016385	ENSMPUG00000016245.1	ENSMPUT00000016385.1
ENSMPUT00000016386	ENSMPUG00000016246.1	ENSMPUT00000016386.1
ENSMPUT00000016387	ENSMPUG00000016247.1	ENSMPUT00000016387.1
ENSMPUT00000016388	ENSMPUG00000016248.1	ENSMPUT00000016388.1
ENSMPUT00000016389	ENSMPUG00000016249.1	ENSMPUT00000016389.1
ENSMPUT00000016390	ENSMPUG00000016250.1	ENSMPUT00000016390.1
ENSMPUT00000016391	ENSMPUG00000016251.1	ENSMPUT00000016391.1
ENSMPUT00000016392	ENSMPUG00000016252.1	ENSMPUT00000016392.1
ENSMPUT00000016393	ENSMPUG00000016253.1	ENSMPUT00000016393.1
ENSMPUT00000016394	ENSMPUG00000016254.1	ENSMPUT00000016394.1
ENSMPUT00000016395	ENSMPUG00000016255.1	ENSMPUT00000016395.1
ENSMPUT00000016396	ENSMPUG00000016256.1	ENSMPUT00000016396.1
ENSMPUT00000016397	ENSMPUG00000016257.1	ENSMPUT00000016397.1
ENSMPUT00000016398	ENSMPUG00000016258.1	ENSMPUT00000016398.1
ENSMPUT00000016399	ENSMPUG00000016259.1	ENSMPUT00000016399.1
ENSMPUT00000016400	ENSMPUG00000016260.1	ENSMPUT00000016400.1
ENSMPUT00000016401	ENSMPUG00000016261.1	ENSMPUT00000016401.1
ENSMPUT00000016402	ENSMPUG00000016262.1	ENSMPUT00000016402.1
ENSMPUT00000016403	ENSMPUG00000016263.1	ENSMPUT00000016403.1
ENSMPUT00000016404	ENSMPUG00000016264.1	ENSMPUT00000016404.1
ENSMPUT00000016405	ENSMPUG00000016265.1	ENSMPUT00000016405.1
ENSMPUT00000016406	ENSMPUG00000016266.1	ENSMPUT00000016406.1
ENSMPUT00000016407	ENSMPUG00000016267.1	ENSMPUT00000016407.1
ENSMPUT00000016408	ENSMPUG00000016268.1	ENSMPUT00000016408.1
ENSMPUT00000016409	ENSMPUG00000016269.1	ENSMPUT00000016409.1
ENSMPUT00000016410	ENSMPUG00000016270.1	ENSMPUT00000016410.1
ENSMPUT00000016411	ENSMPUG00000016271.1	ENSMPUT00000016411.1
ENSMPUT00000016412	ENSMPUG00000016272.1	ENSMPUT00000016412.1
ENSMPUT00000016413	ENSMPUG00000016272.1	ENSMPUT00000016413.1
ENSMPUT00000016414	ENSMPUG00000016273.1	ENSMPUT00000016414.1
ENSMPUT00000016415	ENSMPUG00000016274.1	ENSMPUT00000016415.1
ENSMPUT00000016416	ENSMPUG00000016275.1	ENSMPUT00000016416.1
ENSMPUT00000016417	ENSMPUG00000016276.1	ENSMPUT00000016417.1
ENSMPUT00000016418	ENSMPUG00000016277.1	ENSMPUT00000016418.1
ENSMPUT00000016419	ENSMPUG00000016278.1	ENSMPUT00000016419.1
ENSMPUT00000016420	ENSMPUG00000016279.1	ENSMPUT00000016420.1
ENSMPUT00000016421	ENSMPUG00000016280.1	ENSMPUT00000016421.1
ENSMPUT00000016422	ENSMPUG00000016281.1	ENSMPUT00000016422.1
ENSMPUT00000016423	ENSMPUG00000016282.1	ENSMPUT00000016423.1
ENSMPUT00000016424	ENSMPUG00000016283.1	ENSMPUT00000016424.1
ENSMPUT00000016425	ENSMPUG00000016284.1	ENSMPUT00000016425.1
ENSMPUT00000016426	ENSMPUG00000016285.1	ENSMPUT00000016426.1
ENSMPUT00000016427	ENSMPUG00000016286.1	ENSMPUT00000016427.1
ENSMPUT00000016428	ENSMPUG00000016287.1	ENSMPUT00000016428.1
ENSMPUT00000016429	ENSMPUG00000016288.1	ENSMPUT00000016429.1
ENSMPUT00000016430	ENSMPUG00000016289.1	ENSMPUT00000016430.1
ENSMPUT00000016431	ENSMPUG00000016290.1	ENSMPUT00000016431.1
ENSMPUT00000016432	ENSMPUG00000016291.1	ENSMPUT00000016432.1
ENSMPUT00000016433	ENSMPUG00000016292.1	ENSMPUT00000016433.1
ENSMPUT00000016434	ENSMPUG00000016293.1	ENSMPUT00000016434.1
ENSMPUT00000016435	ENSMPUG00000016294.1	ENSMPUT00000016435.1
ENSMPUT00000016436	ENSMPUG00000016295.1	ENSMPUT00000016436.1
ENSMPUT00000016437	ENSMPUG00000016296.1	ENSMPUT00000016437.1
ENSMPUT00000016438	ENSMPUG00000016297.1	ENSMPUT00000016438.1
ENSMPUT00000016439	ENSMPUG00000016298.1	ENSMPUT00000016439.1
ENSMPUT00000016440	ENSMPUG00000016299.1	ENSMPUT00000016440.1
ENSMPUT00000016441	ENSMPUG00000016300.1	ENSMPUT00000016441.1
ENSMPUT00000016442	ENSMPUG00000016301.1	ENSMPUT00000016442.1
ENSMPUT00000016443	ENSMPUG00000016302.1	ENSMPUT00000016443.1
ENSMPUT00000016444	ENSMPUG00000016303.1	ENSMPUT00000016444.1
ENSMPUT00000016445	ENSMPUG00000016304.1	ENSMPUT00000016445.1
ENSMPUT00000016446	ENSMPUG00000016305.1	ENSMPUT00000016446.1
ENSMPUT00000016447	ENSMPUG00000016306.1	ENSMPUT00000016447.1
ENSMPUT00000016448	ENSMPUG00000016307.1	ENSMPUT00000016448.1
ENSMPUT00000016449	ENSMPUG00000016308.1	ENSMPUT00000016449.1
ENSMPUT00000016450	ENSMPUG00000016309.1	ENSMPUT00000016450.1
ENSMPUT00000016451	ENSMPUG00000016310.1	ENSMPUT00000016451.1
ENSMPUT00000016452	ENSMPUG00000016311.1	ENSMPUT00000016452.1
ENSMPUT00000016453	ENSMPUG00000016312.1	ENSMPUT00000016453.1
ENSMPUT00000016454	ENSMPUG00000016313.1	ENSMPUT00000016454.1
ENSMPUT00000016455	ENSMPUG00000016314.1	ENSMPUT00000016455.1
ENSMPUT00000016456	ENSMPUG00000016315.1	ENSMPUT00000016456.1
ENSMPUT00000016457	ENSMPUG00000016316.1	ENSMPUT00000016457.1
ENSMPUT00000016458	ENSMPUG00000016317.1	ENSMPUT00000016458.1
ENSMPUT00000016459	ENSMPUG00000016318.1	ENSMPUT00000016459.1
ENSMPUT00000016460	ENSMPUG00000016319.1	ENSMPUT00000016460.1
ENSMPUT00000016461	ENSMPUG00000016320.1	ENSMPUT00000016461.1
ENSMPUT00000016462	ENSMPUG00000016321.1	ENSMPUT00000016462.1
ENSMPUT00000016463	ENSMPUG00000016322.1	ENSMPUT00000016463.1
ENSMPUT00000016464	ENSMPUG00000016323.1	ENSMPUT00000016464.1
ENSMPUT00000016465	ENSMPUG00000016324.1	ENSMPUT00000016465.1
ENSMPUT00000016466	ENSMPUG00000016325.1	ENSMPUT00000016466.1
ENSMPUT00000016467	ENSMPUG00000016326.1	ENSMPUT00000016467.1
ENSMPUT00000016468	ENSMPUG00000016327.1	ENSMPUT00000016468.1
ENSMPUT00000016469	ENSMPUG00000016328.1	ENSMPUT00000016469.1
ENSMPUT00000016470	ENSMPUG00000016329.1	ENSMPUT00000016470.1
ENSMPUT00000016471	ENSMPUG00000016330.1	ENSMPUT00000016471.1
ENSMPUT00000016472	ENSMPUG00000016331.1	ENSMPUT00000016472.1
ENSMPUT00000016473	ENSMPUG00000016332.1	ENSMPUT00000016473.1
ENSMPUT00000016474	ENSMPUG00000016333.1	ENSMPUT00000016474.1
ENSMPUT00000016475	ENSMPUG00000016334.1	ENSMPUT00000016475.1
ENSMPUT00000016476	ENSMPUG00000016335.1	ENSMPUT00000016476.1
ENSMPUT00000016477	ENSMPUG00000016336.1	ENSMPUT00000016477.1
ENSMPUT00000016478	ENSMPUG00000016337.1	ENSMPUT00000016478.1
ENSMPUT00000016479	ENSMPUG00000016338.1	ENSMPUT00000016479.1
ENSMPUT00000016480	ENSMPUG00000016339.1	ENSMPUT00000016480.1
ENSMPUT00000016481	ENSMPUG00000016340.1	ENSMPUT00000016481.1
ENSMPUT00000016482	ENSMPUG00000016341.1	ENSMPUT00000016482.1
ENSMPUT00000016483	ENSMPUG00000016342.1	ENSMPUT00000016483.1
ENSMPUT00000016484	ENSMPUG00000016343.1	ENSMPUT00000016484.1
ENSMPUT00000016485	ENSMPUG00000016344.1	ENSMPUT00000016485.1
ENSMPUT00000016486	ENSMPUG00000016345.1	ENSMPUT00000016486.1
ENSMPUT00000016487	ENSMPUG00000016346.1	ENSMPUT00000016487.1
ENSMPUT00000016488	ENSMPUG00000016347.1	ENSMPUT00000016488.1
ENSMPUT00000016489	ENSMPUG00000016348.1	ENSMPUT00000016489.1
ENSMPUT00000016490	ENSMPUG00000016349.1	ENSMPUT00000016490.1
ENSMPUT00000016491	ENSMPUG00000016350.1	ENSMPUT00000016491.1
ENSMPUT00000016492	ENSMPUG00000016351.1	ENSMPUT00000016492.1
ENSMPUT00000016493	ENSMPUG00000016352.1	ENSMPUT00000016493.1
ENSMPUT00000016494	ENSMPUG00000016353.1	ENSMPUT00000016494.1
ENSMPUT00000016495	ENSMPUG00000016354.1	ENSMPUT00000016495.1
ENSMPUT00000016496	ENSMPUG00000016355.1	ENSMPUT00000016496.1
ENSMPUT00000016497	ENSMPUG00000016356.1	ENSMPUT00000016497.1
ENSMPUT00000016498	ENSMPUG00000016357.1	ENSMPUT00000016498.1
ENSMPUT00000016499	ENSMPUG00000016358.1	ENSMPUT00000016499.1
ENSMPUT00000016500	ENSMPUG00000016359.1	ENSMPUT00000016500.1
ENSMPUT00000016501	ENSMPUG00000016360.1	ENSMPUT00000016501.1
ENSMPUT00000016502	ENSMPUG00000016361.1	ENSMPUT00000016502.1
ENSMPUT00000016503	ENSMPUG00000016362.1	ENSMPUT00000016503.1
ENSMPUT00000016504	ENSMPUG00000016363.1	ENSMPUT00000016504.1
ENSMPUT00000016505	ENSMPUG00000016364.1	ENSMPUT00000016505.1
ENSMPUT00000016506	ENSMPUG00000016365.1	ENSMPUT00000016506.1
ENSMPUT00000016507	ENSMPUG00000016366.1	ENSMPUT00000016507.1
ENSMPUT00000016508	ENSMPUG00000016367.1	ENSMPUT00000016508.1
ENSMPUT00000016509	ENSMPUG00000016368.1	ENSMPUT00000016509.1
ENSMPUT00000016510	ENSMPUG00000016369.1	ENSMPUT00000016510.1
ENSMPUT00000016511	ENSMPUG00000016370.1	ENSMPUT00000016511.1
ENSMPUT00000016512	ENSMPUG00000016371.1	ENSMPUT00000016512.1
ENSMPUT00000016513	ENSMPUG00000016372.1	ENSMPUT00000016513.1
ENSMPUT00000016514	ENSMPUG00000016373.1	ENSMPUT00000016514.1
ENSMPUT00000016515	ENSMPUG00000016374.1	ENSMPUT00000016515.1
ENSMPUT00000016516	ENSMPUG00000016375.1	ENSMPUT00000016516.1
ENSMPUT00000016517	ENSMPUG00000016376.1	ENSMPUT00000016517.1
ENSMPUT00000016518	ENSMPUG00000016377.1	ENSMPUT00000016518.1
ENSMPUT00000016519	ENSMPUG00000016378.1	ENSMPUT00000016519.1
ENSMPUT00000016520	ENSMPUG00000016379.1	ENSMPUT00000016520.1
ENSMPUT00000016521	ENSMPUG00000016380.1	ENSMPUT00000016521.1
ENSMPUT00000016522	ENSMPUG00000016381.1	ENSMPUT00000016522.1
ENSMPUT00000016523	ENSMPUG00000016382.1	ENSMPUT00000016523.1
ENSMPUT00000016524	ENSMPUG00000016383.1	ENSMPUT00000016524.1
ENSMPUT00000016525	ENSMPUG00000016384.1	ENSMPUT00000016525.1
ENSMPUT00000016526	ENSMPUG00000016385.1	ENSMPUT00000016526.1
ENSMPUT00000016527	ENSMPUG00000016386.1	ENSMPUT00000016527.1
ENSMPUT00000016528	ENSMPUG00000016387.1	ENSMPUT00000016528.1
ENSMPUT00000016529	ENSMPUG00000016388.1	ENSMPUT00000016529.1
ENSMPUT00000016530	ENSMPUG00000016389.1	ENSMPUT00000016530.1
ENSMPUT00000016531	ENSMPUG00000016390.1	ENSMPUT00000016531.1
ENSMPUT00000016532	ENSMPUG00000016391.1	ENSMPUT00000016532.1
ENSMPUT00000016533	ENSMPUG00000016392.1	ENSMPUT00000016533.1
ENSMPUT00000016534	ENSMPUG00000016393.1	ENSMPUT00000016534.1
ENSMPUT00000016535	ENSMPUG00000016394.1	ENSMPUT00000016535.1
ENSMPUT00000016536	ENSMPUG00000016395.1	ENSMPUT00000016536.1
ENSMPUT00000016537	ENSMPUG00000016396.1	ENSMPUT00000016537.1
ENSMPUT00000016538	ENSMPUG00000016397.1	ENSMPUT00000016538.1
ENSMPUT00000016539	ENSMPUG00000016398.1	ENSMPUT00000016539.1
ENSMPUT00000016540	ENSMPUG00000016399.1	ENSMPUT00000016540.1
ENSMPUT00000016541	ENSMPUG00000016400.1	ENSMPUT00000016541.1
ENSMPUT00000016542	ENSMPUG00000016401.1	ENSMPUT00000016542.1
ENSMPUT00000016543	ENSMPUG00000016402.1	ENSMPUT00000016543.1
ENSMPUT00000016544	ENSMPUG00000016403.1	ENSMPUT00000016544.1
ENSMPUT00000016545	ENSMPUG00000016404.1	ENSMPUT00000016545.1
ENSMPUT00000016546	ENSMPUG00000016405.1	ENSMPUT00000016546.1
ENSMPUT00000016547	ENSMPUG00000016406.1	ENSMPUT00000016547.1
ENSMPUT00000016548	ENSMPUG00000016407.1	ENSMPUT00000016548.1
ENSMPUT00000016549	ENSMPUG00000016408.1	ENSMPUT00000016549.1
ENSMPUT00000016550	ENSMPUG00000016409.1	ENSMPUT00000016550.1
ENSMPUT00000016551	ENSMPUG00000016410.1	ENSMPUT00000016551.1
ENSMPUT00000016552	ENSMPUG00000016411.1	ENSMPUT00000016552.1
ENSMPUT00000016553	ENSMPUG00000016412.1	ENSMPUT00000016553.1
ENSMPUT00000016554	ENSMPUG00000016413.1	ENSMPUT00000016554.1
ENSMPUT00000016555	ENSMPUG00000016414.1	ENSMPUT00000016555.1
ENSMPUT00000016556	ENSMPUG00000016415.1	ENSMPUT00000016556.1
ENSMPUT00000016557	ENSMPUG00000016416.1	ENSMPUT00000016557.1
ENSMPUT00000016558	ENSMPUG00000016417.1	ENSMPUT00000016558.1
ENSMPUT00000016559	ENSMPUG00000016418.1	ENSMPUT00000016559.1
ENSMPUT00000016560	ENSMPUG00000016419.1	ENSMPUT00000016560.1
ENSMPUT00000016561	ENSMPUG00000016420.1	ENSMPUT00000016561.1
ENSMPUT00000016562	ENSMPUG00000016421.1	ENSMPUT00000016562.1
ENSMPUT00000016563	ENSMPUG00000016422.1	ENSMPUT00000016563.1
ENSMPUT00000016564	ENSMPUG00000016423.1	ENSMPUT00000016564.1
ENSMPUT00000016565	ENSMPUG00000016424.1	ENSMPUT00000016565.1
ENSMPUT00000016566	ENSMPUG00000016425.1	ENSMPUT00000016566.1
ENSMPUT00000016567	ENSMPUG00000016426.1	ENSMPUT00000016567.1
ENSMPUT00000016568	ENSMPUG00000016427.1	ENSMPUT00000016568.1
ENSMPUT00000016569	ENSMPUG00000016428.1	ENSMPUT00000016569.1
ENSMPUT00000016570	ENSMPUG00000016429.1	ENSMPUT00000016570.1
ENSMPUT00000016571	ENSMPUG00000016430.1	ENSMPUT00000016571.1
ENSMPUT00000016572	ENSMPUG00000016431.1	ENSMPUT00000016572.1
ENSMPUT00000016573	ENSMPUG00000016432.1	ENSMPUT00000016573.1
ENSMPUT00000016574	ENSMPUG00000016433.1	ENSMPUT00000016574.1
ENSMPUT00000016575	ENSMPUG00000016434.1	ENSMPUT00000016575.1
ENSMPUT00000016576	ENSMPUG00000016435.1	ENSMPUT00000016576.1
ENSMPUT00000016577	ENSMPUG00000016436.1	ENSMPUT00000016577.1
ENSMPUT00000016578	ENSMPUG00000016437.1	ENSMPUT00000016578.1
ENSMPUT00000016579	ENSMPUG00000016438.1	ENSMPUT00000016579.1
ENSMPUT00000016580	ENSMPUG00000016439.1	ENSMPUT00000016580.1
ENSMPUT00000016581	ENSMPUG00000016440.1	ENSMPUT00000016581.1
ENSMPUT00000016582	ENSMPUG00000016441.1	ENSMPUT00000016582.1
ENSMPUT00000016583	ENSMPUG00000016442.1	ENSMPUT00000016583.1
ENSMPUT00000016584	ENSMPUG00000016443.1	ENSMPUT00000016584.1
ENSMPUT00000016585	ENSMPUG00000016444.1	ENSMPUT00000016585.1
